id,title,author,url,fulltext_url,archive_url,entry_type,date,publisher,series,ISSN,ISBN,DOI,QID,volume,issue,pages,edition,language,license,key_type,taxon,scope,region,complete,target_taxa,part_of,,,,,,,,,,,
B468,A taxonomic revision of the Palearctic members of the ant subgenus Lasius s. str. (Hymenoptera: Formicidae),Bernhard Seifert,,,,print,1992,Naturkundemuseums Görlitz,Abhandlungen und Berichte des Naturkundemuseums Görlitz,0373-7586,,,,66,5,,,en,,key; reference,Lasius (Lasius),workers,Palaearctic,TRUE,species,B376,,,,,,,,,,,
B469,"A taxonomic revision of the Palaearctic members of the subgenus Lasius s.str. (Hymenoptera, Formicidae)",Bernhard Seifert,https://doi.org/10.25674/so92iss1pp15,http://www.soil-organisms.org/index.php/SO/article/view/119/111,,print,2020-05-26,Senckenberg,Soil Organisms,1864-6417,,10.25674/so92iss1pp15,,92,1,,,en,,key; reference,Lasius (Lasius),workers,Palearctic,TRUE,species,,,,,,,,,,,,
B470,Standardisierte Rasterelektronenmikroskopische Aufnahmen zum Vergleich wichtiger taxonomischer Merkmale der in Deutschland vorkommenden Myrmica-Species (Hymenoptera: Formicidae),Martina Klein; Erika Müller-Schulte; Gerhard Kneitz,https://doi.org/10.1127/entom.gen/23/1998/195,,,print,1998,Schweizerbart,Entomologia Generalis,0171-8177,,10.1127/entom.gen/23/1998/195,,23,3,,,en,,reference,Myrmica,,"Europe, Germany",TRUE,species,B376,,,,,,,,,,,
B471,Techniques for studying Maculinea butterflies: II. Identification guide to Myrmica ants found on Maculinea sites in Europe,J C Wardlaw; G W Elmes; J A Thomas,https://doi.org/10.1023/A:1009621522615,,,print,1998-06,Springer Nature,Journal of Insect Conservation,1366-638X,,10.1023/A:1009621522615,,2,2,,,en,,reference,Myrmica,found on Maculinea sites,Europe,FALSE,species,B376,,,,,,,,,,,
B472,"The ant tribe Tetramoriini (Hymenoptera: Formicidae). Constituent genera, review of the smaller genera and revision of Triglyphothrix Forel.",Barry Bolton,https://www.biodiversitylibrary.org/part/78328,https://www.biodiversitylibrary.org/page/41005162,,print,1976,"Natural History Museum, London",Bulletin of the British Museum (Natural History) Entomology,0524-6431,,,,34,,,,en,CC-BY-NC-SA-4.0,key; reference,Tetramoriini,,-,TRUE,species,B376,,,,,,,,,,,
B473,New records of Sylvicola (Diptera: Anisopodidae) from Romania,Levente-Péter Kolcsár; Libor Dvořák; Paul L T Beuk,https://doi.org/10.3897/BDJ.4.e7861,https://doi.org/10.3897/BDJ.4.e7861,,online,2016-02-08,Pensoft,Biodiversity Data Journal,1314-2828,,10.3897/BDJ.4.e7861,Q35940591,4,,,,en,,key; reference,Sylvicola,,"Europe, Romania",TRUE,species,,,,,,,,,,,,
B474,"Clef de terrain pour la reconnaisance des principales coccinelles de Wallonie (Chilocorinae, Coccinellinae & Epilachninae)",Jean-Yves Baugnée; Etienne Branquart,,,,print,2000,Jeunes et Nature,,,,,,,,56,,fr-BE,,key,Chilocorinae; Coccinellinae; Epilachninae,,"Europe, Belgium, Wallonia",FALSE,species,,,,,,,,,,,,
B475,"A multi-access identification key based on colour patterns in ladybirds (Coleoptera, Coccinellidae)",Séverin Jouveau; Mathilde Delaunay; Régine Vignes-Lebbe; Romain Nattier,https://doi.org/10.3897/zookeys.758.22171,http://french-ladybird.identificationkey.fr/mkey.html,,online,2018-05-14,Pensoft Publishers,ZooKeys,1313-2970,,10.3897/zookeys.758.22171,Q54803166,758,,,,en,CC-BY-4.0,matrix,Chilocorini; Coccinellini; Epilachnini,"excluding Platynaspis luteorubra Goeze, 1777","Europe, France",FALSE,species,,,,,,,,,,,,
B476,Veldklapper Lieveheersbeestjes,Jan Cuppen; Vincent Kalkman; Gerrian Tacoma; Theodoor Heijerman,,https://www.eis-nederland.nl/Admin/DMX?Command=Core_Download&EntryId=615,,online,2015-04,EIS; NEV; Waarneming.nl,,,,,,,,47,2,nl-NL,,reference,Coccinellidae,,"Europe, Netherlands",TRUE,genus; species,,,,,,,,,,,,
B477,Foto sleutel voor ruim 50 Nederlandse springstaarten,Jan J van Duinen,http://www.janvanduinen.nl/sleutel/springstaart001.php,http://www.janvanduinen.nl/sleutel/springstaart001.php,,online,,,,,,,,,,,,nl-NL,,key; reference,Collembola,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B478,"A provisional list of the Balkan ants (Hym. Formicidae) with a key to the worker caste. II. Key to the worker caste, including the European species without the Iberian",Donat Agosti; Cedric A Collingwood,https://doi.org/10.5169/seals-402274,https://www.e-periodica.ch/cntmng?pid=seg-001%3A1987%3A60%3A%3A482,,print,1987-12-15,Schweizerische Entomologische Gesellschaft,Mitteilungen der Schweizerischen Entomologischen Gesellschaft,0036-7575,,10.5169/seals-402274,,60,3-4,,,en,,key,Formicidae,worker,Europe,FALSE,species,B376,,,,,,,,,,,
B479,De mierenfauna van België (Hymenoptera: Formicidae),Jozef K A van Boven,https://doi.org/10.5281/zenodo.26904,https://zenodo.org/record/26904/files/6522.pdf?download=1,,print,1977-06,Koninklijke Maatschappij voor Dierkunde Antwerpen,Acta Zoologica et Pathologica Antverpiensia,0001-7280,,10.5281/zenodo.26904,,67,,,,nl,,key; reference,Formicidae,,"Europe, Belgium",TRUE,species,B376,,,,,,,,,,,
B480,De mierenfauna van de Benelux (Hymenoptera: Formicidae),Jozef K A van Boven; A A Mabelis,,,,print,1986-04,KNNV,Wetenschappelijke Mededelingen Koninklijke Nederlandse Natuurhistorische Vereniging,0167-5524,,,,173,,,3,nl-NL,,key; reference,Formicidae,,"Europe, Benelux",TRUE,species,B376,,,,,,,,,,,
B481,The Formicidae (Hymenoptera) of Fennoscandia and Denmark,Cedric A Collingwood,https://doi.org/10.5281/zenodo.26691,https://zenodo.org/record/26691/files/6175.pdf?download=1,,print,1979-06-03,Brill,Fauna Entomologica Scandinavica,0106-8377,9788787491280,10.5281/zenodo.26691,,8,,,,en,,key; reference,Formicidae,,"Europe, Norway; Europe, Sweden; Europe, Finland; Europe, Denmark",TRUE,species,B376,,,,,,,,,,,
B482,Guide pour l’identification des principales espèces de fourmis de Suisse,E della Santa,"https://cscf.abacuscity.ch/fr/eur/A~11MFH03F/1~3~Typ/Insectes/Guide-pour-l%27identification-des-principa-les-esp%C3%A8ces-de-fourmis-de-Suisse#:~:text=Poids%3A%20212%20gr-,Guide%20pour%20l'identification%20des%20principales%20esp%C3%A8ces%20de%20fourmis%20de,dessins%20originaux%20de%20l'auteur.",,,print,1994,CSCF,Miscellanea Faunistica Helvetiae,1421-5616,2884140077,,,3,,124,,fr-CH; de-CH,,key,Formicidae,,"Europe, Switzerland",FALSE,species,B376,,,,,,,,,,,
B483,Hymenoptera: Formicidae,H Kutter,,,,print,1977,Schweizerische Entomologische Gesellschaft,Insecta Helvetica. Fauna,0537-7390,,,,6,,300,,de-CH,,key,Formicidae,,"Europe, Switzerland",,species,B376,,,,,,,,,,,
B484,"Hymenoptera Formicidae, Ergänzungsband",H Kutter,,,,print,1978,Schweizerische Entomologische Gesellschaft,Insecta Helvetica. Fauna,0537-7390,,,,,,110,,de-CH,,gallery,Formicidae,,"Europe, Switzerland",,,B376,,,,,,,,,,,
B485,Ants,Gary J Skinner; Geoffrey W Allen,,,,print,2015-07-12,Pelagic Publishing,Naturalists’ Handbooks,0962-6360,,,,24,,83,3,en-UK,,key,Formicidae,workers; queens; male,"Europe, UK",TRUE,species,,,,,,,,,,,,
B486,Ants,Gary J Skinner; Geoffrey W Allen,https://pelagicpublishing.com/collections/naturalists-handbooks/products/ants,,,print,2013-07-23,Pelagic Publishing,Naturalists’ Handbooks,0962-6360,,,,24,,83,2,en-UK,,key,Formicidae,workers; queens; male,"Europe, UK",TRUE,species,,,,,,,,,,,,
B487,Ants,Gary J Skinner; Geoffrey W Allen,,,,print,1996,Richmond Publishing Co Ltd,Naturalists’ Handbooks,0962-6360,,,,24,,83,1,en-UK,,key,Formicidae,workers; queens; male,"Europe, UK",TRUE,species,B376,,,,,,,,,,,
B488,Hautflügler oder Hymenoptera I: Ameisen oder Formicidae,Herman Stitz,,,,print,1939-01,Gustav Fischer Verlag,Die Tierwelt Deutschlands,,,,,47,,,,de-DE,,key,Formicidae,,"Europe, Germany",TRUE,species,B376,,,,,,,,,,,
B489,Hautflügler oder Hymenoptera I: Ameisen oder Formicidae,Herman Stitz,,,,print,1914,Franck Suttgart,,,,,,,,428,,de-DE,,key,Formicidae,,"Europe, Germany",TRUE,species,,,,,,,,,,,,
B490,Les fourmis (Hymenoptera Formicidae) d’Europe occidentale et septentrionale,Francis Bernard,,https://www.antwiki.org/wiki/images/c/c4/Bernard_1967a.pdf,,print,1968,Masson,Faune de l’Europe et du bassin Méditerranéen,0430-1277,,,,3,,411,,fr-FR,,key; reference,Formicidae,workers; queens; male,"Europe, Western",TRUE,species,B376,,,,,,,,,,,
B491,A provisional list of Iberian Formicidae with a key to the worker caste (Hym. Aculeata),Cedric A Collingwood,https://doi.org/10.5281/zenodo.26690,https://zenodo.org/record/26690/files/6174.pdf?download=1,,print,1978,Instituto Español de Entomología,EOS,0013-9440,,10.5281/zenodo.26690,,52,,,,en-UK,,key,Formicidae,,"Europe, Iberian",TRUE,species,B376,,,,,,,,,,,
B492,Nieuwe insektengids,Michael Chinery,,,,print,2009,Tirion Natuur,,,9789052104997,,,,,320,8,nl-NL,,key; gallery,Insecta,,"Europe, Western",TRUE,order; superfamily; family,,,,,,,,,,,,
B493,Nieuwe insektengids,Michael Chinery,,,,print,2003,Tirion Natuur,,,9052104999,,,,,320,5,nl-NL,,key; gallery,Insecta,,"Europe, Western",TRUE,order; superfamily; family,,,,,,,,,,,,
B494,Nieuwe insektengids,Michael Chinery,,,,print,1997,Tirion Natuur,,,9052101019,,,,,320,3,nl-NL,,key; gallery,Insecta,,"Europe, Western",TRUE,order; superfamily; family,,,,,,,,,,,,
B495,Nieuwe insektengids,Michael Chinery,,,,print,1988,Thieme,,,9003901988,,,,,320,1,nl-NL,,key; gallery,Insecta,,"Europe, Western",TRUE,order; superfamily; family,B376,,,,,,,,,,,
B496,Collins Guide to the Insects of Britain and Western Europe,Michael Chinery,,,,print,1987,Collins,,,,,,,,320,,en-UK,,key; gallery,Insecta,,"Europe, Western",TRUE,order; superfamily; family,B376,,,,,,,,,,,
B497,"Vliesvleugelige Insekten – Hymenoptera, Angeldragers (Hymenoptera Aculeata). De Nederlandse Wespen",Pater Benno,,,,print,1967,KNNV,Wetenschappelijke Mededelingen Koninklijke Nederlandse Natuurhistorische Vereniging,0167-5524,,,,67,,48,2,nl-NL,,key,Aculeata,,"Europe, Netherlands",,,B376,,,,,,,,,,,
B498,"Systematisches Studium der Tiphiiden Rumäniens (Hymenoptera, Tiphiidae)",Carol G Nagy,https://www.zobodat.at/publikation_articles.php?id=314398,,,print,1967,"Staatliches Museum für Tierkunde, Dresden",Reichenbachia,0070-7279,,,,8,,,,de-DE,,key,Tiphiidae,strongly discouraged,"Europe, Romania",,species,B376,,,,,,,,,,,
B499,Hymenoptera Pompilidae,Heinrich Wolf,,,,print,1972,Schweizerische Entomologische Gesellschaft,Insecta Helvetica. Fauna,0537-7390,,,,5,,176,,de-DE,,key; reference,Pompilidae,,"Europe, Northwestern",,species,B376,,,,,,,,,,,
B500,Determinatietabel voor de Nederlandse spinnendoders (Hymenoptera: Pompiliidae),Hans Nieuwenhuijsen,https://repository.naturalis.nl/pub/262185,https://repository.naturalis.nl/pub/262185/NFM22_027-090.pdf,,print,2005,Naturalis,Nederlandse Faunistische Mededelingen,0169-2453,,,,22,,,,nl-NL,CC-BY-4.0,key,Pompilidae,,"Europe, Netherlands",TRUE,species,,,,,,,,,,,,
B501,Verspreidingsatlas van de Nederlandse Spinnendoders (Hymenoptera: Pompilidae),Virgilius Lefeber; P van Ooijen,https://repository.naturalis.nl/pub/317373,https://repository.naturalis.nl/pub/317373/NF1988004.pdf,,print,1988,Naturalis,Nederlandse Faunistische Mededelingen,0169-2453,,,,4,,,,nl-NL,CC-BY-4.0,key; reference,Pompilidae,,"Europe, Netherlands",TRUE,genus; species,B376,,,,,,,,,,,
B502,Beiträge zur Insekten-Fauna der DDR: Hymenoptera-Pompilidae,Joachim Oehlke; Heinrich Wolf,https://doi.org/10.21248/contrib.entomol.37.2.279-390,https://www.contributions-to-entomology.org/article/view/1251/1250,,print,1987-12-31,Senckenberg German Entomological Institute,Beiträge zur Entomologie,0005-805X,,,,37,2,,,de-DE,CC-BY-SA-4.0,key,Pompilidae,,"Europe, DDR",TRUE,species,B376,,,,,,,,,,,
B503,"Zur Kenntnis einzelner Arachnospila-Weibchen - mit Bestimmungsschlüssel für die geringbehaarten, kammdorntragenden Weibchen der Gattung Arachnospila Kincaid, 1900 (Hymenoptera: Pompilidae)",Jane van der Smissen,https://www.zobodat.at/publikation_articles.php?id=357179,https://www.zobodat.at/pdf/Drosera_1996_0073-0102.pdf,,print,1996,Carl von Ossietzky Universität Oldenburg,Drosera,0341-406X,,,,2,,,,de-DE,,key; reference,Arachnospila (Ammosphex),females,?,TRUE,species,B376,,,,,,,,,,,
B504,Zur Unterscheidung der Pompiliden-Weibchen Arachnospila fumipennis (Zetterstedt) und A. consobrina (Dahlbom),Jane van der Smissen,https://www.zobodat.at/publikation_articles.php?id=229776,https://www.zobodat.at/pdf/Bembix_7_0021-0024.pdf,,print,1996,Arbeitsgemeinschaft westfälischer Entomologen,Bembix,0946-6193,,,,7,,,,de-DE,,key,Arachnospila fumipennis; Arachnospila consobrina,females,-,TRUE,species,B376,,,,,,,,,,,
B505,Ergänzende Bestimmungsmerkmale für verschiedene Arten der Gattung Priocnemis (Hymenoptera: Pompilidae),Christian Schmid-Egger; Jane van der Smissen,https://www.zobodat.at/publikation_articles.php?id=229728,https://www.zobodat.at/pdf/Bembix_4_0037-0044.pdf,,print,1995,Arbeitsgemeinschaft westfälischer Entomologen,Bembix,0946-6193,,,,4,,,,de-DE,,key,Priocnemis,,-,FALSE,species,B376,,,,,,,,,,,
B506,Die Weibchen von Proiocnemis parvula Dahlbom 1845 und P. minutalis Wahis 1979,Jane van der Smissen,https://www.zobodat.at/publikation_articles.php?id=229169,https://www.zobodat.at/pdf/Bembix_10_0037-0041.pdf,,print,1998,Arbeitsgemeinschaft westfälischer Entomologen,Bembix,0946-6193,,,,7,,,,de-DE,,key,Proiocnemis parvula; Proiocnemis minutalis,females,-,TRUE,species,B376,,,,,,,,,,,
B507,"Bestimmungsschlüssel für die Faltenwespen (Hymenoptera: Masarinae, Polistinae, Vespinae) der Bundesrepublik Deutschland",Volker Mauss; Reinhold Treiber,,,,print,2004,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,106,3,de-DE,,key,Masarinae; Polistinae; Vespinae,,"Europe, Germany",TRUE,species,,,,,,,,,,,,
B508,"Bestimmungsschlüssel für die Faltenwespen (Hymenoptera: Masarinae, Polistinae, Vespinae) der Bundesrepublik Deutschland",Volker Mauss; Reinhold Treiber,,,,print,1995,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,,2,de-DE,,key,Masarinae; Polistinae; Vespinae,,"Europe, Germany",TRUE,species,,,,,,,,,,,,
B509,"Bestimmungsschlüssel für die Faltenwespen (Hymenoptera: Masarinae, Polistinae, Vespinae) der Bundesrepublik Deutschland",Volker Mauss; Reinhold Treiber,,,,print,1994,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,,1,de-DE,,key,Masarinae; Polistinae; Vespinae,,"Europe, Germany",TRUE,species,B376,,,,,,,,,,,
B510,Bestimmungsschlüssel der deutschen Arten der solitären Faltenwespen (Hymenoptera: Eumeninae),Christian Schmid-Egger,,,,print,2004,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,106,3,de-DE,,key,Eumeninae,,"Europe, Germany",TRUE,species,,,,,,,,,,,,
B511,Bestimmungsschlüssel der deutschen Arten der solitären Faltenwespen (Hymenoptera: Eumeninae),Christian Schmid-Egger,,,,print,1995,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,,2,de-DE,,key,Eumeninae,,"Europe, Germany",TRUE,species,,,,,,,,,,,,
B512,Bestimmungsschlüssel der deutschen Arten der solitären Faltenwespen (Hymenoptera: Eumeninae),Christian Schmid-Egger,,,,print,1994,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,,1,de-DE,,key,Eumeninae,,"Europe, Germany",TRUE,species,B376,,,,,,,,,,,
B513,Schlüssel für die deutschen Arten der solitären Faltenwespen (Hymenoptera: Vespidae: Eumeninae),Christian Schmid-Egger,,http://bembix.de/publicationen_pdf/Schmid-Egger%202002%20Eumenidae%20Deutschland.pdf,https://web.archive.org/web/20210609021606/http://www.bembix.de/publicationen_pdf/Schmid-Egger%202002%20Eumenidae%20Deutschland.pdf,print,2002,,,,,,,,,38,2,de-DE,,key,Eumeninae,,"Europe, Germany",TRUE,species,,,,,,,,,,,,
B514,"Order Hymenoptera, families Crabronidae and Sphecidae",Christian Schmid-Egger,,http://www.bembix.de/publicationen_pdf/Schmid-Egger%202011%20Crabronidae%20and%20Sphecidae%20from%20UAE.pdf,https://web.archive.org/web/20210725110854/http://www.bembix.de/publicationen_pdf/Schmid-Egger%202011%20Crabronidae%20and%20Sphecidae%20from%20UAE.pdf,print,2011-05-31,,Arthropod fauna of the UAE,,,,,4,,,,en,,reference; collection; key,Crabronidae; Sphecidae,,"Asia, UAE",TRUE,species,,,,,,,,,,,,
B515,A key to the world species of the Vespinae (Hymenoptera),M E Archer,,,,print,1989,Academic Board Research Committee of the College of Ripon & York St John,Research Monograph College Ripon & York St. John,,,,,2,,41,,en-UK,,key,Vespinae,,-,TRUE,species,B376,,,,,,,,,,,
B516,"A generic key to the nests of hornets, yellowjackets, and paper wasps worldwide (Vespidae: Vespinae, Polistinae)",J W Wenzel,http://hdl.handle.net/2246/3502,https://digitallibrary.amnh.org/bitstream/handle/2246/3502//v2/dspace/ingest/pdfSource/nov/N3224.pdf?sequence=1&isAllowed=y,,print,1998,American Museum of Natural History,American Museum Novitates,0003-0082,,,,3224,,,,en-US,,key,Vespinae; Polistinae,nests,-,,genus,B376,,,,,,,,,,,
B517,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera)",Josef Gusenleitner,,,,print,,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,,,,,de-AT,,key,Eumeninae,,"Europe, Central; Europe, Southern",TRUE,species,,,,,,,,,,,,
B518,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera). Teil 14. Der Gattungsschlüssel und die bisher in dieser Reihe nicht behandelten Gattungen und Arten",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=749,https://www.zobodat.at/pdf/LBB_0032_1_0043-0065.pdf,,print,2000-05-31,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,32,1,,,de-AT,,key,Eumeninae,,"Europe, Central; Europe, Southern",TRUE,genus; species,B376; B517,,,,,,,,,,,
B519,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera). Teil 1. Die Gattung Leptochilus Saussure 1852",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=698,https://www.zobodat.at/pdf/LBB_0025_2_0745-0769.pdf,,print,1993-12-31,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,25,2,,,de-AT,,key,Leptochilus,,"Europe, Central; Europe, Southern",TRUE,species,B376; B517,,,,,,,,,,,
B520,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera). Teil 2. Die Gattungen Pterocheilus Klug 1805, Onchopterocheilus Blüthgen 1955, Hemipterochilus Ferton 1909 und Cephalochilus Blüthgen 1939",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=701,https://www.zobodat.at/pdf/LBB_0026_2_0823-0839.pdf,,print,1994-12-30,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,26,2,,,de-AT,,key,Pterocheilus; Onchopterocheilus; Hemipterochilus; Cephalochilus,,"Europe, Central; Europe, Southern",TRUE,species,B376; B517,,,,,,,,,,,
B521,"Bestimmungen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera), Teil 3: Die Gattung Antepipona SAUSSURE 1855",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=708,https://www.zobodat.at/pdf/LBB_0027_1_0183-0189.pdf,,print,1995-06-08,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,27,1,,,de-AT,,key,Antepipona,,"Europe, Central; Europe, Southern",TRUE,species,B376; B517,,,,,,,,,,,
B522,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera). Teil 4. Die Gattung Ancistrocerus Wesmael 1836, mit einem Nachtrag zum Teil 1: Die Gattung Leptochilus Saussure",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=709,https://www.zobodat.at/pdf/LBB_0027_2_0753-0775.pdf,,print,1995-12-29,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,27,2,,,de-AT,,key,Ancistrocerus; Leptochilus,,"Europe, Central; Europe, Southern",TRUE,species; subspecies,B376; B517,,,,,,,,,,,
B523,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera). Teil 5. Die Gattung Alastor Lepeletier 1841",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=717,https://www.zobodat.at/pdf/LBB_0028_2_0801-0808.pdf,,print,1996-12-30,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,28,2,,,de-AT,,key,Alastor,,"Europe, Central; Europe, Southern",TRUE,species,B376; B517,,,,,,,,,,,
B524,"Bestimmungstabellen mittel- und südeuropäischer Eumeniden (Vespoidea, Hymenoptera). Teil 6. Die Gattungen Euodynerus Dalla Torre 1904, Syneuodynerus Blüthgen 1951, Chlorodynerus Blüthgen 1951",Josef Gusenleitner,https://www.zobodat.at/publikation_articles.php?id=724,https://www.zobodat.at/pdf/LBB_0029_1_0117-0135.pdf,,print,1997-7-31,Biologiezentrum,Linzer biologische Beiträge,0253-116X,,,,29,1,,,de-AT,,key,Euodynerus; Syneuodynerus; Chlorodynerus,,"Europe, Central; Europe, Southern",TRUE,species,B376; B517,,,,,,,,,,,
