name,id,qid,rank,gbif,children_gbif,ancestors_gbif,duplicate_of
Arisarum,T1376,Q2447519,genus,2867492,,6; 7707728; 196; 551; 6979,
Arma,T1371,Q2861675,genus,8888117,,1; 54; 216; 809; 9650,
Armadillidae,T105,Q4397268,family,8693,,1; 54; 229; 643,
Arthropoda,T106,Q1360,phylum,54,,1,
Artiodactyla,T1216,Q25329,order,731,,1; 44; 359,
Ascidiacea,T107,Q190090,class,356,,1; 44,
Asellidae,T108,Q1649470,family,4574,,1; 54; 229; 643,
Asida,T109,Q1942787,genus,5431090,,1; 54; 216; 1470; 7857,
Asilidae,T110,Q837089,family,7275,,1; 54; 216; 811,
Asilinae,T1256,Q1942590,subfamily,,1662926; 1662174; 1661339; 1663048; 1656512; 1664910; 4407046; 1655778; 9410197; 1656640; 4785669; 4788644; 1444802; 1663027; 1663366; 1663111; 4788723; 1665064; 1654941; 1664203; 1665059; 1663171; 1658535; 1663144; 1657709; 1655112; 9041073; 1661540; 4788830; 1663314; 1659077; 4406196; 1657422; 1657497; 11166409; 1655330; 1660275; 1656643; 1444898; 1659018; 1659197; 1655196; 4515535; 1658949; 1659424; 1662292; 1655058; 1661636; 1664060; 1664277; 9412068; 1659578; 1660055; 4404718; 1655048; 4795119; 1665002; 1659031; 8776737; 1655817; 1655937; 4790441; 1664137; 1662172; 1660063; 1662285; 1659007; 1664272; 1664394; 4406182; 1661913; 1663859; 1663356; 1662283; 1660139; 4791745; 1662642; 1662980; 1654923; 7761459; 1655039; 1665326; 1660925; 1659344; 1665046; 1661294; 1661486; 4788780; 1657414; 1665239; 4788910; 1655299; 1655496; 4791445; 1661302; 1661558; 1662275; 1662323; 1663162; 1661546; 1661321; 1661614; 1662106; 1663552; 4575363; 1662127; 1660179; 1662783; 1656775; 1664362; 1662224; 1662646; 4295146; 1655144,1; 54; 216; 811; 7275,
Asiloidea,T111,Q1938830,superfamily,,3331; 3517; 3526; 7273; 7275; 7285; 9486; 9497; 9498; 4789741; 4794329; 8454257,1; 54; 216; 811,
Asiodidea,T1389,Q10735754,genus,1537679,,1; 54; 216; 811; 6920,
Asiracinae,T112,Q21221940,subfamily,,4773734; 4773800; 4777437; 4777445; 4777531; 4780369; 4781988; 4783440; 7687241; 8055008,1; 54; 216; 809; 8498,
Asopinae,T113,Q1953515,subfamily,,2078824; 2078941; 2078953; 2079001; 2079032; 2079052; 2079115; 2079126; 2079138; 2079146; 2079179; 3266023; 3266042; 3266054; 4406468; 4576524; 4771040; 4772622; 4772668; 4773172; 4773589; 4773725; 4774763; 4775015; 4775022; 4775166; 4775231; 4775289; 4777051; 4777539; 4778303; 4779745; 4780931; 4781139; 4782222; 4782355; 4782451; 4782481; 4782517; 4782522; 4782524; 4782550; 4782562; 4782626; 4782645; 4782646; 4782730; 4782733; 4782882; 4785129; 4785182; 9849052; 10450354; 10680252,1; 54; 216; 809; 9650,
Astacidae,T114,Q943248,family,8022,,1; 54; 229; 637,
Astacidea,T115,Q929163,infraorder,,8039; 8670; 3255210,1; 54; 229; 637,
Astacoidea,T116,Q7130063,superfamily,1795,4479; 8022; 4647525; 4649039; 9271464,1; 54; 229; 637,
Astatinae,T117,Q747031,subfamily,,3259003; 4298299; 4298300,1; 54; 216; 1457; 7906,
Asteiidae,T118,Q3627490,family,7276,,1; 54; 216; 811,
Asteraceae,T119,Q25400,family,3065,,6; 7707728; 220; 414,
Astraeus,T120,Q10420904,genus,2525061,,5; 34; 186; 1063; 4190,
Athalia,T1344,Q15254277,genus,4404999,,1; 54; 216; 1457; 7918,
Athericidae,T121,Q1655880,family,7278,,1; 54; 216; 811,
Atrichum,T122,Q150313,genus,2673296,,6; 35; 12259753; 620; 4669,
Attelabidae,T123,Q542516,family,4208,,1; 54; 216; 1470,
Atylotus,T1329,Q14738010,genus,1494184,,1; 54; 216; 811; 6919,
Auchenorrhyncha,T1217,Q202890,suborder,,3764; 3763; 7736; 3314; 5490; 5431385; 4780747; 4778928; 4774566; 4779635; 4781641; 6049; 4780787; 3265635; 9647; 4482801; 7889; 6048; 4781428; 3311; 3312; 3313; 4214; 8470; 8498; 4247; 8499; 8500; 8502; 8585; 4493; 8586; 4494; 8587; 8588; 4495; 2233; 5947; 5946; 2232; 12359309; 2058105; 2051596; 4779950; 2064699; 4779001,1; 54; 216; 809,
Aulacidae,T124,Q144506,family,4335,,1; 54; 216; 1457,
Aves,T125,Q5113,class,212,,1; 44,
Axiidae (Insecta),T126,Q1322883,family,8025,,1; 54; 216; 797,
Axiidea,T127,Q21446174,infraorder,,9666326; 9743265; 10813687,1; 54; 229; 637,
Bacillariophyceae,T128,Q162678,class,7947184,,4; 98,
Balteifera,T129,,,,,1; 54; 216; 1470; 3792,
Banchinae,T130,Q1944757,subfamily,,1305257; 4680144; 4945783; 9471501,1; 54; 216; 1457; 3512,
Baridinae,T131,Q1789026,subfamily,,1175271; 1179828; 1183786; 1184351; 1188628; 1191575; 1192896; 1196927; 1196929; 1201579; 1201818; 1201990; 1210189; 1218141; 1220162; 1230379; 1235191; 1237144; 1241215; 1243505; 3261052; 4404277; 4406146; 4718383; 4745949; 4746129; 5430963; 5431022; 5431074; 8678230; 9274505,1; 54; 216; 1470; 4239,
Basommatophora,T132,Q587355,suborder,,2854; 9465; 3243719; 5523; 3243731; 2852; 4606442; 4606101; 6798; 2851; 9605; 4599287,1; 52; 225,
Batrachideini,T133,Q21224552,tribe,,7943707; 11374041; 11374686; 11378498,1; 54; 216; 1458; 3040,
Belytinae,T134,Q21224864,subfamily,,3258925; 4671804; 4671880; 4672004; 4672012; 4675847; 4680432; 8574406,1; 54; 216; 1457; 2790,
Beridinae,T135,Q4891804,subfamily,,1578961; 1579227,1; 54; 216; 811; 6923,
Beris,T1330,Q2897166,genus,1459648,,1; 54; 216; 811; 6923,
Berytidae,T136,Q935775,family,4306,,1; 54; 216; 809,
Berytinae,T1345,Q16948043,subfamily,,4406484; 4780995; 2008293; 4784969; 4772458; 2008314; 2008310; 4783081; 4780722; 4779006; 4780921; 2008319,1; 54; 216; 809; 4306,
Bethylidae,T137,Q2033037,family,4336,,1; 54; 216; 1457,
Biastes,T138,Q1785972,genus,1340138,,1; 54; 216; 1457; 4334,
Bibio,T139,Q2029468,genus,1543369,,1; 54; 216; 811; 7281,
Bibionidae,T140,Q1431774,family,7281,,1; 54; 216; 811,
Biota,T141,Q2382443,superdomain,,1; 2; 3; 4; 5; 6; 7; 8,,
Bivalvia,T142,Q25368,class,137,,1; 52,
Blaberoidea,T143,Q10430796,superfamily,1879,5521; 4802341; 11183298,1; 54; 216; 800,
Blasticotomidae,T144,Q882044,family,4298197,,1; 54; 216; 1457,
Blattodea,T145,Q25309,order,800,,1; 54; 216,
Blattoidea,T146,Q3640888,superfamily,,4353; 4354; 4355; 5107; 9161; 3266540; 3266542; 4712946; 4802490; 4802708; 4802811; 4802823; 6880544; 8439366; 8491757; 8687694; 9508418,1; 54; 216; 800,
Bledionotinae,T147,Q47542597,subfamily,,4408169,1; 54; 216; 809; 4311,
Blepharoceridae,T148,Q279186,family,7283,,1; 54; 216; 811,
Boloria,T149,Q726532,genus,1912319,,1; 54; 216; 797; 7017,
Bombus,T150,Q25407,genus,1340278,,1; 54; 216; 1457; 4334,
Bombycidae,T151,Q30576,family,8832,,1; 54; 216; 797,
Bombycoidea,T1214,Q133694,superfamily,1873,4547; 3256826; 8832; 8832; 8835; 3563; 6948; 10285839; 8864; 8868,1; 54; 216; 797,
Bombyliidae,T152,Q676390,family,7285,,1; 54; 216; 811,
Bombylius,T1331,Q2909758,genus,1500120,,1; 54; 216; 811; 7285,
Bostrychoidea,T153,Q133251,superfamily,1579,6987; 7770; 7773; 7827; 9714; 4426147,1; 54; 216; 1470,
Brachiopoda,T154,Q178272,phylum,110,,1,
Brachodidae,T155,Q739389,family,8833,,1; 54; 216; 797,
Brachycerinae,T156,Q17264548,subfamily,,1163078; 1179062; 1210370; 1214754; 1215628; 1224693; 1226856; 1227966; 1238220; 1246945; 1246961; 1247046; 1247060; 1247153; 1247160; 1247189; 1247196; 1247258; 1247260; 1247406; 1247410; 1247412; 1247414; 1247420; 1247422; 1247426; 1247432; 1247436; 1247442; 1247453; 1247489; 1247522; 1247524; 1247528; 1247533; 1247535; 1247545; 1247551; 1247554; 1247558; 1247562; 1247574; 1247580; 1247582; 1247585; 1247592; 1247627; 1247629; 1247640; 1247642; 1247647; 1247812; 1247819; 1247826; 1247830; 1247835; 1247862; 1247890; 1247892; 1247900; 1247902; 1247907; 1247959; 1247967; 1247988; 1247990; 1248002; 1248004; 1248008; 1248011; 1248053; 1248073; 1248076; 1248078; 1248083; 1248108; 3262751; 4292447; 4406878; 4407286; 4469713; 4572179; 4573216; 4578100; 4716674; 4717388; 4718480; 4718997; 4720439; 4721437; 4722015; 4736229; 4737055; 4737178; 4740203; 4740244; 4742849; 4744528; 4744973; 4745938; 4746222; 4747720; 4747907; 4748146; 4753664; 4760280; 4761043; 4761503; 4764161; 4765130; 4765256; 4765544; 4765855; 4769421; 6970290; 6970296; 6970304; 6970313; 8268340; 8883384; 9365782; 9375825; 11465904; 12247746,1; 54; 216; 1470; 8492,
Brachyderinae,T157,Q33138677,subfamily,,4716869; 4726387; 1220319; 1232450; 3261405; 4745442; 1219105; 1235193; 1219270; 1241199; 1179147; 1208334; 1212719; 8108510; 1220683; 1216080; 1180469; 4745899; 4741159; 1174459; 1176784; 3261041; 7684556; 4761286; 1212653; 1212346; 4745326; 1175679; 4718773,1; 54; 216; 1470; 8492,
Brachymera,T158,Q4118936,genus,1462352,,1; 54; 216; 811; 6918,
Brachynema purpureomarginatum,T159,Q31836782,species,7546304,,1; 54; 216; 809; 9650; 3265995,
Brachyopa,T160,Q1946558,genus,1534367,,1; 54; 216; 811; 6920,
Brachyopini,T1390,Q4953497,tribe,,1538396; 1534367; 1536576; 1536210; 1536707; 1541950; 1542036; 8860633; 1535224; 1537377; 7975182; 1537665; 3264906; 1533883; 1536777; 1537455; 1543421; 1535557,1; 54; 216; 811; 6920,
Brachyplatidae,T1294,,family,,9652,1; 54; 216; 809,
Brachyura,T161,Q40802,infraorder,,2775; 3857; 3858; 3860; 3861; 3864; 3867; 3868; 3870; 3872; 3927; 3928; 4527; 4536; 4550; 4552; 4555; 4557; 4561; 4562; 4564; 4567; 4568; 4858; 6995; 6996; 8019; 8029; 8034; 8035; 8036; 8037; 8038; 8042; 8043; 8045; 8147; 8148; 8655; 8672; 8674; 8677; 9008; 9658; 9686; 3254019; 3254022; 3254035; 3254038; 3254049; 3254060; 3254092; 3254095; 3254097; 3254116; 3254152; 3254155; 3254158; 3254171; 3254198; 3254203; 3254207; 3254213; 3254245; 3254253; 3254292; 3254294; 3254308; 3254321; 3254326; 3254329; 3254331; 3254405; 3254406; 4304426; 4304430; 4304432; 4304436; 4375325; 4377415; 4377565; 4644070; 4644485; 4644762; 4644765; 4645457; 4645905; 4646033; 4646091; 4646145; 4646328; 4646340; 4646351; 4646357; 4646359; 4646423; 4646441; 4646443; 4646522; 4646526; 4646603; 4647251; 4647261; 4647271; 4647327; 4647488; 4647531; 4648314; 4648339; 4648866; 4648867; 4648917; 4666851; 4666906; 5968394; 5970260; 5971949; 5972927; 5973010; 5974171; 6007810; 6141820; 6927319; 8451937; 8466897; 8501511; 8535965; 8554490; 8574541; 8605513; 8611847; 8653873; 9001484; 10535522; 10793869; 11165581; 11560655; 11583958,1; 54; 229; 637,
Braconidae,T162,Q896734,family,6910,,1; 54; 216; 1457,
Brahmaeidae,T163,Q2287498,family,4866,,1; 54; 216; 797,
Branchiopoda,T164,Q188360,class,281,,1; 54,
Branchiostomatidae,T165,Q2747865,family,2016,,1; 44; 7375758; 5296,
Branchiura,T166,Q841641,subclass,,659; 3255448,1; 54; 203,
Brassicaceae,T167,Q156888,family,3112,,6; 7707728; 220; 7225535,
Brenthis,T168,Q636723,genus,1902707,,1; 54; 216; 797; 7017,
Bruchidae,T169,Q13167641,family,3260349,,1; 54; 216; 1470,
Bryophyta,T170,Q25347,phylum,35,,6,
Bryozoa,T171,Q148134,phylum,53,,1,
Buddelundiellidae,T172,Q4407310,family,8711,,1; 54; 229; 643,
Buprestidae,T173,Q503892,family,3789,,1; 54; 216; 1470,
Caelifera,T174,Q83902,suborder,,3039; 3041; 5517; 5518; 5519; 5520; 5928; 7251; 7252; 7253; 7254; 7255; 9394; 9449; 3259615; 4403507; 4403553; 4403599; 4404121; 4404128; 4404131; 4711536,1; 54; 216; 1458,
Calandrinae,T175,,subfamily,,,1; 54; 216; 1470; 4239,
Calanoida,T176,Q478553,order,679,,1; 54; 11545536,
Calcarea,T1218,Q209924,class,308,,1; 105,
Calisius,T1346,Q10439690,genus,2020111,,1; 54; 216; 809; 7877,
Callaphididae,T177,Q33134308,family,4774870,,1; 54; 216; 809,
Callicera,T178,Q1946378,genus,1533540,,1; 54; 216; 811; 6920,
Calliphoridae,T179,Q28404,family,3335,,1; 54; 216; 811,
Calliptaminae,T180,Q847267,subfamily,,1713778; 1713111; 1713156; 1703247; 1699965; 1703139; 1714184; 10921730; 1702850; 1703888; 1702673; 1702740,1; 54; 216; 1458; 9394,
Calobatidae,T181,Q33134954,family,,1620481; 1676965; 1676855; 1677098; 1677591,1; 54; 216; 811; 9495,
Calocoris,T1295,Q2934344,genus,2008966,,1; 54; 216; 809; 4319,
Calomicrus,T182,Q1943871,genus,4406333,,1; 54; 216; 1470; 7780,
Camilla,T183,Q5026563,genus,6006859,,1; 54; 216; 811; 3336,
Campanula,T184,Q157069,genus,3161935,,6; 7707728; 220; 414; 8801,
Camponotidea,T1323,Q21228869,genus,4406140,,1; 54; 216; 809; 4319,
Campylostira,T1347,,genus,,4489037; 4489038; 4489039; 4489040; 4489041; 4489043; 4489044; 7350984; 7466625; 7532860; 7538549; 7605326; 7655894; 7843053; 7970000; 8039297; 8115176; 8162390; 8168283; 8292429; 9565982,1; 54; 216; 809; 7899,
Canaceidae,T1219,Q140403,family,7287,,1; 54; 216; 811,
Canopus,T1381,Q15790917,genus,3266514,,1; 54; 216; 809; 3266513,
Cantharidae,T185,Q514243,family,7777,,1; 54; 216; 1470,
Canthophorus,T186,Q7446516,genus,4289992,,1; 54; 216; 809; 6989,
Carabidae,T187,Q27046,family,3792,,1; 54; 216; 1470,
Carabinae,T1220,Q143026,subfamily,,4740392; 1037761; 1036775; 5430889; 4726615; 1036615; 4751777; 4751208; 4988635; 7400449,1; 54; 216; 1470,
Carabini,T188,Q10861058,tribe,,1036775; 1037761,1; 54; 216; 1470; 3792,
Caraboidea,T189,Q1049185,superfamily,,4717969; 4721416; 4765880,1; 54; 216; 1470; 7859,
Carex,T190,Q158501,genus,2721893,,6; 7707728; 196; 1369; 7708,
Caricaceae,T191,Q156673,family,6636,,6; 7707728; 220; 7225535,
Carnivora,T1221,Q25306,order,732,,1; 44; 359; 732,
Carpocoris,T192,Q2073410,genus,4405367,,1; 54; 216; 809; 9650,
Carpocoris purpureipennis-group,T193,,group,,4485798; 4485805; 4485800,1; 54; 216; 809; 9650; 4405367,
Cassidinae,T194,Q2120908,subfamily,,1047592; 1047738; 1047796; 1047798; 1048139; 1048148; 1048166; 1048231; 1048283; 1048286; 1048346; 1048464; 1048550; 1048581; 1048615; 1048630; 1048751; 1048755; 1048786; 1048791; 1048925; 1048930; 1048999; 1049004; 1049008; 1049105; 1049263; 1049373; 1049376; 1049421; 3259985; 3260013; 3260109; 3260178; 3260292; 3262709; 3262827; 3262844; 3262886; 3262888; 3263043; 3263100; 3263675; 4405878; 4406783; 4407214; 4460774; 4571839; 4572883; 4573002; 4573581; 4573998; 4574161; 4575686; 4575805; 4576772; 4578255; 4713673; 4713801; 4713876; 4716054; 4716095; 4716128; 4716581; 4716673; 4716715; 4717040; 4717318; 4717357; 4717513; 4717978; 4718364; 4718379; 4718402; 4718557; 4718589; 4718872; 4719020; 4719509; 4719652; 4719803; 4719822; 4720076; 4720094; 4720121; 4720242; 4720665; 4721317; 4721332; 4721381; 4721708; 4721910; 4721976; 4725876; 4725884; 4726042; 4726255; 4726374; 4729973; 4729981; 4730316; 4730499; 4730500; 4730516; 4730561; 4730566; 4730579; 4730618; 4730625; 4730641; 4730843; 4730853; 4730894; 4731162; 4731173; 4731182; 4731357; 4731371; 4731372; 4731701; 4731722; 4731725; 4731730; 4731755; 4731756; 4731983; 4732061; 4732083; 4732091; 4732120; 4732124; 4732127; 4732144; 4732153; 4732185; 4732513; 4732515; 4732522; 4732601; 4732603; 4732705; 4732724; 4732734; 4732791; 4732802; 4732826; 4732889; 4732892; 4732899; 4732926; 4732927; 4732976; 4732982; 4732984; 4733107; 4733170; 4733172; 4733190; 4733196; 4733197; 4733200; 4733210; 4733281; 4733303; 4733306; 4733338; 4733401; 4733462; 4733515; 4733516; 4733612; 4733634; 4733981; 4734000; 4734001; 4734019; 4734031; 4734070; 4734072; 4734342; 4734383; 4734384; 4734385; 4734461; 4734472; 4734528; 4734532; 4734539; 4734545; 4734554; 4734556; 4734561; 4734578; 4734616; 4734620; 4734624; 4734996; 4734997; 4735047; 4735097; 4735098; 4735107; 4735123; 4735142; 4735183; 4735584; 4735947; 4736016; 4736139; 4736481; 4736521; 4736604; 4737148; 4737201; 4740361; 4740445; 4740504; 4740591; 4740661; 4740794; 4741176; 4741201; 4741639; 4741662; 4742144; 4742909; 4743280; 4743425; 4743586; 4743720; 4743917; 4743936; 4744098; 4744186; 4744439; 4744516; 4744649; 4744664; 4744786; 4744801; 4746192; 4746229; 4746453; 4746512; 4746595; 4746740; 4746802; 4746948; 4747239; 4747349; 4747425; 4747648; 4747692; 4747714; 4747846; 4747882; 4748288; 4755044; 4755061; 4755186; 4755217; 4759912; 4759939; 4759947; 4760244; 4760273; 4760324; 4760559; 4760739; 4760799; 4761495; 4761902; 4762105; 4762139; 4762820; 4763065; 4763172; 4763258; 4763460; 4763555; 4763710; 4763724; 4763865; 4764176; 4764771; 4764813; 4764903; 4765197; 4765384; 4765569; 4765673; 4765771; 4765882; 4768984; 4769284; 4769326; 4990508; 4990859; 5430849; 5736982; 6271848; 6271974; 6272227; 6272437; 6274123; 6274694; 6949078; 7236286; 8556322; 8586522; 8625087; 9260925; 9359010; 9376011; 9390853; 9420806; 9547737; 9602695; 10767422,1; 54; 216; 1470; 7780,
Castniidae,T195,Q132986,family,8836,,1; 54; 216; 797,
Caudata,T196,Q53663,order,953,,1; 44; 131,
Caudofoveata,T197,Q1141060,class,8066236,,1; 52,
Centaurium,T198,Q157703,genus,3169937,,6; 7707728; 220; 412; 2503; 7269926,
Cephalochilus,T199,Q14433695,genus,1330518,,1; 54; 216; 1457; 4240,
Cephalochordata,T200,Q123252,subphylum,357,4577842; 4823968; 7375758,1; 44,
Cephalopoda,T201,Q128257,class,136,,1; 52,
Cephidae,T202,Q1572027,family,4337,,1; 54; 216; 1457,
Cerambycidae,T203,Q205295,family,5602,,1; 54; 216; 1470,
Cerambycinae,T204,Q1330030,subfamily,,1096849; 1097211; 1097362; 1097450; 1097953; 1098582; 1098659; 1098694; 1098816; 1098988; 1099173; 1099390; 1099507; 1099545; 1099810; 1099907; 1100024; 1100062; 1100734; 1100749; 1100822; 1101331; 1101541; 1101998; 1102231; 1102369; 1102418; 1102566; 1102659; 1102799; 1103917; 1103925; 1104052; 1104285; 1104613; 1104680; 1105248; 1105414; 1105890; 1105913; 1106268; 1106832; 1106835; 1106846; 1106907; 1107047; 1107185; 1107210; 1109075; 1109331; 1109690; 1110017; 1110138; 1110330; 1110367; 1110385; 1110451; 1110823; 1110834; 1111078; 1111114; 1111571; 1111662; 1112164; 1112215; 1112325; 1112405; 1112443; 1112882; 1112929; 1113247; 1113342; 1114025; 1114032; 1114669; 1114685; 1114852; 1115137; 1115501; 1115764; 1117985; 1118118; 1118229; 1118357; 1118366; 1118368; 1118752; 1118797; 1118939; 1118954; 1119426; 1119488; 1120220; 1120234; 1121604; 1121606; 1121632; 1121641; 1121905; 1121992; 1122170; 1122206; 1122211; 1122289; 1122332; 1122354; 1122699; 1122762; 1123070; 1123074; 1123085; 1123546; 1124652; 1124868; 1125686; 1125925; 1126135; 1126437; 1127211; 1127234; 1127334; 1127529; 1127676; 1127897; 1128200; 1128713; 1128890; 1128893; 1128950; 1129001; 1129006; 1129267; 1129387; 1129475; 1129554; 1129687; 1130264; 1130290; 1130613; 1130653; 1131611; 1131873; 1132139; 1132628; 1132648; 1132679; 1133365; 1133525; 1134487; 1134821; 1134867; 1136232; 1137464; 1137574; 1137610; 1137733; 1137820; 1137987; 1138195; 1138251; 1138346; 1138390; 1138836; 1138873; 1138900; 1138939; 1139003; 1139011; 1139055; 1139096; 1139307; 1139581; 1139930; 1140809; 1140918; 1140953; 1140973; 1141209; 1141367; 1141529; 1141548; 1141558; 1141702; 1142318; 1142447; 1143117; 1143204; 1143212; 1143301; 1143570; 1143630; 1143898; 1143958; 1144073; 1144095; 1144125; 1144427; 1144748; 1144834; 1145001; 1145585; 1145589; 1145730; 1145755; 1145764; 1145971; 1146060; 1146197; 1146626; 1146885; 1147132; 1147755; 1147768; 1148077; 1148079; 1148910; 1149005; 1149111; 1149412; 1149478; 1149687; 1149830; 1150133; 1150141; 1150159; 1150177; 1150318; 1150562; 1151134; 1151279; 1151334; 1151778; 1151831; 1151877; 1151919; 1152185; 1152375; 1152497; 1152653; 1152932; 1153137; 1153147; 1153688; 1153743; 1154327; 1154593; 1154664; 1154679; 1154747; 1154782; 1154839; 1154894; 1155101; 1155311; 1155423; 1156084; 1156355; 1156369; 1156702; 1156722; 1157487; 1157548; 1158350; 1159541; 1159831; 1159888; 1160390; 1160532; 1160624; 1160873; 1161025; 1161076; 1161741; 1161771; 3260210; 4404929; 4721485; 4735823; 4736574; 4739424; 4740291; 4743873; 4743894; 4746090; 4999685; 4999731; 5006689; 6264043; 6265102; 6265117; 6265921; 6267263; 6269349; 6270196; 6270201; 6270434; 6757404; 7236362; 7370996; 7421628; 7522588; 7531059; 7584244; 7594108; 7640250; 7730492; 7751915; 7824792; 7853396; 7875767; 7882115; 7887517; 7922306; 7934489; 7944979; 7966451; 8012681; 8032302; 8114218; 8127795; 8136512; 8255379; 8271970; 8342493; 8462237; 8513660; 8521330; 8597649; 8647939; 8651892; 8659254; 8826546; 8944974; 8953049; 9044951; 9275052; 9283884; 9389739; 9437678; 9453644; 9454118; 9507542; 9605959; 9636138; 9636350; 10057584; 10179817; 10301563; 10640013; 10683669; 10795988; 11093440; 11170954; 11172337; 11195302; 11235295; 11250070; 11340704; 11374853; 11470959; 11786181; 11955209; 12011862; 12131060; 12179474; 12268519; 12362607,1; 54; 216; 1470; 5602,
Cerastium,T205,Q157483,genus,2873815,,6; 7707728; 220; 422; 2518,
Ceratina,T206,Q1938968,genus,1341198,,1; 54; 216; 1457; 4334,
Ceratocombidae,T207,Q10477922,family,4307,,1; 54; 216; 809,
Ceratopogonidae,T208,Q1533239,family,3340,,1; 54; 216; 811,
Ceratopogoninae,T209,Q5063799,subfamily,,1456383; 1631084; 1632585; 4795997,1; 54; 216; 811; 3340,
Cerceris,T210,Q1430978,genus,1312205,,1; 54; 216; 1457; 7906,
Cercopidae,T211,Q886877,family,3763,,1; 54; 216; 809,
Cerioidini,T1332,Q5064255,tribe,,1539337; 1535408; 1538395; 1541732; 1544135,1; 54; 216; 811; 6920,
Cerodontha,T212,Q4280683,genus,1552225,,1; 54; 216; 811; 3329,
Cestoda,T213,Q159715,class,144,,1; 108,
Cetacea,T214,Q160,order,733,,1; 44; 359,
Cetoniinae,T215,Q768400,subfamily,,1050095; 1076499; 1076891; 1077251; 1077401; 1077482; 1077557; 1077567; 1077595; 1077694; 1078033; 1078111; 1078114; 1078223; 1078391; 1078416; 1078478; 1078589; 1078697; 1078793; 1078960; 1078984; 1078994; 1079018; 1079024; 1079037; 1079085; 1079159; 1079566; 1079571; 1079655; 1079864; 1079941; 1079994; 1079996; 1080086; 1080110; 1080906; 1080939; 1081034; 1081133; 1081163; 1081406; 1081442; 1081541; 1081893; 1082235; 1082462; 1082520; 1082988; 1083322; 1083337; 1083340; 1083406; 1083465; 1083638; 1083683; 1083954; 1083983; 1084345; 1084554; 1084807; 1084808; 1084973; 1085080; 1085133; 1085299; 3260304; 3260325; 4743981; 4746013; 4757647; 4760948; 4765809; 4767058; 4767541; 4767635; 4767826; 4768027; 4768070; 4768540; 4768771; 5430871; 6280466; 7345169; 7358585; 7525693; 7567816; 8302386; 8323085; 8557236; 9084824; 9224674; 9301895; 10154025; 10330788; 10586836; 10708165,1; 54; 216; 1470; 5840,
